"5578","1304M22","M22","Поражения надколенника","5558",,1,
"5579","1304M220","M22.0","Привычный вывих надколенника","5578",,1,
"5580","1304M221","M22.1","Привычный подвывих надколенника","5578",,1,
"5581","1304M222","M22.2","Нарушения между надколенником и бедренной костью","5578",,1,
"5582","1304M223","M22.3","Другие нарушения соединений надколенника","5578",,1,
"5583","1304M224","M22.4","Хондромаляция надколенника","5578",,1,
"5584","1304M228","M22.8","Другие поражения надколенника","5578",,1,
"5585","1304M229","M22.9","Поражение надколенника неуточненное","5578",,1,
"5586","1304M23","M23","Внутрисуставные поражения колена","5558",,1,
"5587","1304M230","M23.0","Кистозный мениск","5586",,1,
"5588","1304M231","M23.1","Дисковидный мениск (врожденный)","5586",,1,
"5589","1304M232","M23.2","Поражение мениска в результате старого разрыва или травмы","5586",,1,
"5590","1304M233","M23.3","Другие поражения мениска ","5586",,1,
"5591","1304M234","M23.4","Свободное тело в коленном суставе","5586",,1,
"5592","1304M235","M23.5","Хроническая нестабильность коленного сустава","5586",,1,
"5593","1304M236","M23.6","Другие спонтанные разрывы связки(ок) колена","5586",,1,
"5594","1304M238","M23.8","Другие внутренние поражения колена","5586",,1,
"5595","1304M239","M23.9","Внутреннее поражение коленного сустава неуточненное","5586",,1,
"5596","1304M24","M24","Другие специфические поражения суставов","5558",,1,
"5597","1304M240","M24.0","Свободное тело в суставе","5596",,1,
"5598","1304M241","M24.1","Другие нарушения суставного хряща","5596",,1,
"5599","1304M242","M24.2","Поражение связок","5596",,1,
"5600","1304M243","M24.3","Патологическое смещение и подвывих сустава, не классифицированное в других рубриках","5596",,1,
"5601","1304M244","M24.4","Повторяющиеся вывихи и подвывихи сустава","5596",,1,
"5602","1304M245","M24.5","Контрактура сустава","5596",,1,
"5603","1304M246","M24.6","Анкилоз сустава","5596",,1,
"5604","1304M247","M24.7","Протрузия вертлужной впадины","5596",,1,
"5605","1304M248","M24.8","Другие уточненные поражения суставов, не классифицированные в других рубриках","5596",,1,
"5606","1304M249","M24.9","Поражение сустава неуточненное","5596",,1,
"5607","1304M25","M25","Другие поражения суставов, не классифицированные в других рубриках","5558",,1,
"5608","1304M250","M25.0","Гемартроз","5607",,1,
"5609","1304M251","M25.1","Фистула сустава","5607",,1,
"5610","1304M252","M25.2","Болтающийся сустав","5607",,1,
"5611","1304M253","M25.3","Другая нестабильность сустава","5607",,1,
"5612","1304M254","M25.4","Выпот в суставе","5607",,1,
"5613","1304M255","M25.5","Боль в суставе","5607",,1,
"5614","1304M256","M25.6","Тугоподвижность в суставе, не классифицированная в других рубриках","5607",,1,
"5615","1304M257","M25.7","Остеофит","5607",,1,
"5616","1304M258","M25.8","Другие уточненные болезни суставов","5607",,1,
"5617","1304M259","M25.9","Болезнь сустава неуточненная","5607",,1,
"5618","1305",,"СИСТЕМНЫЕ ПОРАЖЕНИЯ СОЕДИНИТЕЛЬНОЙ ТКАНИ (M30-M36)","5416",,1,
"5619","1305M30","M30","Узелковый полиартериит и родственные состояния","5618",,1,
"5620","1305M300","M30.0","Узелковый полиартериит","5619",,1,
"5621","1305M301","M30.1","Полиартериит с поражением легких [Черджа-Стросса]","5619",,1,
"5622","1305M302","M30.2","Ювенильный полиартериит","5619",,1,
"5623","1305M303","M30.3","Слизисто-кожный лимфонодулярный синдром [Кавасаки]","5619",,1,
"5624","1305M308","M30.8","Другие состояния, связанные с узелковым полиартериитом","5619",,1,
"5625","1305M31","M31","Другие некротизирующие васкулопатии","5618",,1,
"5626","1305M310","M31.0","Гиперчувствительный ангиит","5625",,1,
"5627","1305M311","M31.1","Тромботическая микроангиопатия","5625",,1,
"5628","1305M312","M31.2","Смертельная срединная гранулема","5625",,1,
"5629","1305M313","M31.3","Гранулематоз Вегенера","5625",,1,
"5630","1305M314","M31.4","Синдром дуги аорты [Такаясу]","5625",,1,
"5631","1305M315","M31.5","Гигантоклеточный артериит с ревматической полимиалгией","5625",,1,
"5632","1305M316","M31.6","Другие гигантоклеточные артерииты","5625",,1,
"14889","1305M317","M31.7","Микроскопический полиангиит","5625",,1,"01.01.2015"
"5633","1305M318","M31.8","Другие уточненные некротизирующие васкулопатии","5625",,1,
"5634","1305M319","M31.9","Некротизирующая васкулопатия неуточненная","5625",,1,
"5635","1305M32","M32","Системная красная волчанка","5618",,1,
"5636","1305M320","M32.0","Лекарственная системная красная волчанка","5635",,1,
"5637","1305M321","M32.1","Системная красная волчанка с поражением других органов или систем","5635","1",1,
"5638","1305M328","M32.8","Другие формы системной красной волчанки","5635",,1,
"5639","1305M329","M32.9","Системная красная волчанка неуточненная","5635",,1,
"5640","1305M33","M33","Дерматополимиозит","5618",,1,
"5641","1305M330","M33.0","Юношеский дерматомиозит","5640",,1,
"5642","1305M331","M33.1","Другие дерматомиозиты","5640",,1,
"5643","1305M332","M33.2","Полимиозит","5640",,1,
"5644","1305M339","M33.9","Дерматополимиозит неуточненный","5640",,1,
"5645","1305M34","M34","Системный склероз","5618",,1,
"5646","1305M340","M34.0","Прогрессирующий системный склероз","5645",,1,
"5647","1305M341","M34.1","Синдром CR(E)ST","5645",,1,
"5648","1305M342","M34.2","Системный склероз, вызванный лекарственными средствами и химическими соединениями","5645",,1,
"5649","1305M348","M34.8","Другие формы системного склероза","5645",,1,
"5650","1305M349","M34.9","Системный склероз неуточненный","5645",,1,
"5651","1305M35","M35","Другие системные поражения соединительной ткани","5618",,1,
"5652","1305M350","M35.0","Сухой синдром [Шегрена]","5651",,1,
"5653","1305M351","M35.1","Другие перекрестные синдромы","5651",,1,
"5654","1305M352","M35.2","Болезнь Бехчета","5651",,1,
"5655","1305M353","M35.3","Ревматическая полимиалгия","5651",,1,
"5656","1305M354","M35.4","Диффузный (эозинофильный) фасциит","5651",,1,
"5657","1305M355","M35.5","Многоочаговый фибросклероз","5651",,1,
"5658","1305M356","M35.6","Рецидивирующий панникулит Вебера-Крисчена","5651",,1,
"5659","1305M357","M35.7","Гипермобильный синдром разболтанности, излишней подвижности","5651",,1,
"5660","1305M358","M35.8","Другие уточненные системные поражения соединительной ткани","5651",,1,
"5661","1305M359","M35.9","Системные поражения соединительной ткани неуточненные","5651",,1,
"5662","1305M36","M36","Системные поражения соединительной ткани при болезнях, классифицированных в других рубриках","5618","2",1,
"5663","1305M360","M36.0","Дермато(поли)миозит при новообразованиях (C00-D48+)","5662","2",1,
"5664","1305M361","M36.1","Артропатия при новообразованиях (C00-D48+)","5662","2",1,
"5665","1305M362","M36.2","Артропатия при гемофилии (D66-D68+)","5662","2",1,
"5666","1305M363","M36.3","Артропатия при других болезнях крови (D50-D76+)","5662","2",1,
"5667","1305M364","M36.4","Артропатия при реакциях гиперчувствительности, классифицированных в других рубриках","5662","2",1,
"5668","1305M368","M36.8","Системные поражения соединительной ткани при других болезнях, классифицированных в других рубриках","5662","2",1,
"5669","1306",,"ДЕФОРМИРУЮЩИЕ ДОРСОПАТИИ (M40-M43)","5416",,1,
"5670","1306M40","M40","Кифоз и лордоз","5669",,1,
"5671","1306M400","M40.0","Кифоз позиционный","5670",,1,
"5672","1306M401","M40.1","Другие вторичные кифозы","5670",,1,
"5673","1306M402","M40.2","Другие и неуточненные кифозы","5670",,1,
"5674","1306M403","M40.3","Синдром прямой спины","5670",,1,
"5675","1306M404","M40.4","Другие лордозы","5670",,1,
"5676","1306M405","M40.5","Лордоз неуточненный","5670",,1,
"5677","1306M41","M41","Сколиоз","5669",,1,
"5678","1306M410","M41.0","Инфантильный идиопатический сколиоз","5677",,1,
"5679","1306M411","M41.1","Юношеский идиопатический сколиоз","5677",,1,
"5680","1306M412","M41.2","Другие идиопатические сколиозы","5677",,1,
"5681","1306M413","M41.3","Торакогенный сколиоз","5677",,1,
"5682","1306M414","M41.4","Нервно-мышечный сколиоз","5677",,1,
"5683","1306M415","M41.5","Прочие вторичные сколиозы","5677",,1,
"5684","1306M418","M41.8","Другие формы сколиоза","5677",,1,
"5685","1306M419","M41.9","Сколиоз неуточненный","5677",,1,
"5686","1306M42","M42","Остеохондроз позвоночника","5669",,1,
"5687","1306M420","M42.0","Юношеский остеохондроз позвоночника","5686",,1,
"5688","1306M421","M42.1","Остеохондроз позвоночника у взрослых","5686",,1,
"5689","1306M429","M42.9","Остеохондроз позвоночника неуточненный","5686",,1,
"5690","1306M43","M43","Другие деформирующие дорсопатии","5669",,1,
"5691","1306M430","M43.0","Спондилолиз","5690",,1,
"5692","1306M431","M43.1","Спондилолистез","5690",,1,
"5693","1306M432","M43.2","Другие сращения позвоночного столба","5690",,1,
"5694","1306M433","M43.3","Привычный атланто-аксиальный подвывих с миелопатией","5690",,1,
"5695","1306M434","M43.4","Другие привычные антланто-аксиальные подвывихи","5690",,1,
"5696","1306M435","M43.5","Другие привычные подвывихи позвонков","5690",,1,
"5697","1306M436","M43.6","Кривошея","5690",,1,
"5698","1306M438","M43.8","Другие уточненные деформирующие дорсопатии","5690",,1,
"5699","1306M439","M43.9","Деформирующая дорсопатия неуточненная","5690",,1,
"5700","1307",,"СПОНДИЛОПАТИИ (M45-M49)","5416",,1,
"5701","1307M45","M45","Анкилозирующий спондилит","5700",,1,
"14784","1307M450","M45.0","Анкилозирующий спонделит: множественные отделы позвоночника","5701",,1,
"14785","1307M451","M45.1","Анкилозирующий спонделит: область затылка, первого и второго шейных позвонков","5701",,1,
"14786","1307M452","M45.2","Анкилозирующий спонделит: область шеи","5701",,1,
"14787","1307M453","M45.3","Анкилозирующий спонделит: шейно-грудной отдел","5701",,1,
"14788","1307M454","M45.4","Анкилозирующий спонделит: грудной отдел","5701",,1,
"14789","1307M455","M45.5","Анкилозирующий спонделит: пояснично-грудной отдел","5701",,1,
"14790","1307M456","M45.6","Анкилозирующий спонделит: поясничный отдел","5701",,1,
"14791","1307M457","M45.7","Анкилозирующий спонделит: пояснично-крестцовый отдел","5701",,1,
"14792","1307M458","M45.8","Анкилозирующий спонделит: крестцовый и крестцово-копчиковый отдел","5701",,1,
"14793","1307M459","M45.9","Анкилозирующий спонделит: неуточненная локализация","5701",,1,
"5702","1307M46","M46"," ","5700",,1,
"5703","1307M460","M46.0","Энтезопатия позвоночника","5702",,1,
"5704","1307M461","M46.1","Сакроилеит, не классифицированный в других рубриках","5702",,1,
"5705","1307M462","M46.2","Остеомиелит позвонков","5702",,1,
"5706","1307M463","M46.3","Инфекция межпозвоночных дисков (пиогенная)","5702",,1,
"5707","1307M464","M46.4","Дисцит неуточненный","5702",,1,
"5708","1307M465","M46.5","Другие инфекционные спондилопатии","5702",,1,
"5709","1307M468","M46.8","Другие уточненные воспалительные спондилопатии","5702",,1,
"5710","1307M469","M46.9","Воспалительные спондилопатии неуточненные","5702",,1,
"5711","1307M47","M47","Спондилез","5700",,1,
"5712","1307M470","M47.0","Синдром сдавления передней спинальной или позвоночной артерии (G99.2*)","5711","1",1,
"5713","1307M471","M47.1","Другие спондилезы с миелопатией","5711",,1,
"5714","1307M472","M47.2","Другие спондилезы с радикулопатией","5711",,1,
"5715","1307M478","M47.8","Другие спондилезы","5711",,1,
"5716","1307M479","M47.9","Спондилез неуточненный","5711",,1,
"5717","1307M48","M48","Другие спондилопатии","5700",,1,
"5718","1307M480","M48.0","Спинальный стеноз","5717",,1,
"5719","1307M481","M48.1","Анкилозирующий гиперостоз Форестье","5717",,1,
"5720","1307M482","M48.2","""Целующиеся"" позвонки","5717",,1,
"5721","1307M483","M48.3","Травматическая спондилопатия","5717",,1,
"5722","1307M484","M48.4","Перелом позвоночника, связанный с перенапряжением","5717",,1,
"5723","1307M485","M48.5","Разрушение позвонка, не классифицированное в других рубриках","5717",,1,
"5724","1307M488","M48.8","Другие уточненные спондилопатии","5717",,1,
"5725","1307M489","M48.9","Спондилопатия неуточненная","5717",,1,
"5726","1307M49","M49","Спондилопатии при болезнях, классифицированных в других рубриках","5700","2",1,
"5727","1307M490","M49.0","Туберкулез позвоночника (A18.0+)","5726","2",1,
"5728","1307M491","M49.1","Бруцеллезный спондилит (A23.-+)","5726","2",1,
"5729","1307M492","M49.2","Энтеробактериальный спондилит (A01-A04+)","5726","2",1,
"5730","1307M493","M49.3","Спондилопатии при других инфекционных и паразитарных болезнях, классифицированных в других рубриках","5726","2",1,
"5731","1307M494","M49.4","Нейропатическая спондилопатия","5726","2",1,
"5732","1307M495","M49.5","Разрушение позвоночника при болезнях, классифицированных в других рубриках","5726","2",1,
"5733","1307M498","M49.8","Спондилопатии при других болезнях, классифицированных в других рубриках","5726","2",1,
"5734","1308",,"ДРУГИЕ ДОРСОПАТИИ (M50-M54)","5416",,1,
"5735","1308M50","M50","Поражение межпозвоночных дисков шейного отдела","5734",,1,
"5736","1308M500","M50.0","Поражение межпозвоночного диска шейного отдел с миелопатией (G99.2*)","5735","1",1,
"5737","1308M501","M50.1","Поражение межпозвоночного диска шейного отдела с радикулопатией","5735",,1,
"5738","1308M502","M50.2","Смещение межпозвоночного диска шейного отдела другого типа","5735",,1,
"5739","1308M503","M50.3","Другая дегенерация межпозвоночного диска шейного отдела","5735",,1,
"5740","1308M508","M50.8","Другие поражения межпозвоночного диска шейного отдела","5735",,1,
"5741","1308M509","M50.9","Поражение межпозвоночного диска шейного отдела неуточненное","5735",,1,
"5742","1308M51","M51","Поражения межпозвоночных дисков других отделов","5734",,1,
"5743","1308M510","M51.0","Поражение межпозвоночных дисков поясничного и других отделов с миелопатией (G99.2*)","5742","1",1,
"5744","1308M511","M51.1","Поражения межпозвоночных дисков поясничного и других отделов с радикулопатией (G55.1*)","5742","1",1,
"5745","1308M512","M51.2","Другое уточненное смещение межпозвоночного диска","5742",,1,
"5746","1308M513","M51.3","Другая уточненная дегенерация межпозвоночного диска","5742",,1,
"5747","1308M514","M51.4","Узлы [грыжи] Шморля","5742",,1,
"5748","1308M518","M51.8","Другое уточненное поражение межпозвоночного диска","5742",,1,
"5749","1308M519","M51.9","Поражение межпозвоночного диска неуточненное","5742",,1,
"5750","1308M53","M53","Другие дорсопатии, не классифицированные в других рубриках","5734",,1,
"5751","1308M530","M53.0","Шейно-черепной синдром","5750",,1,
"5752","1308M531","M53.1","Шейно-плечевой синдром","5750",,1,
"5753","1308M532","M53.2","Спинальная нестабильность","5750",,1,
"5754","1308M533","M53.3","Крестцово-копчиковые нарушения, не классифицированные в других рубриках","5750",,1,
"5755","1308M538","M53.8","Другие уточненные дорсопатии","5750",,1,
"5756","1308M539","M53.9","Дорсопатия неуточненная","5750",,1,
"5757","1308M54","M54","Дорсалгия","5734",,1,
"5758","1308M540","M54.0","Панникулит, поражающий шейный отдел и позвоночник","5757",,1,
"5759","1308M541","M54.1","Радикулопатия","5757",,1,
"5760","1308M542","M54.2","Цервикалгия","5757",,1,
"5761","1308M543","M54.3","Ишиас","5757",,1,
"5762","1308M544","M54.4","Люмбаго с ишиасом","5757",,1,
"5763","1308M545","M54.5","Боль внизу спины","5757",,1,
"5764","1308M546","M54.6","Боль в грудном отделе позвоночника","5757",,1,
"5765","1308M548","M54.8","Другая дорсалгия","5757",,1,
"5766","1308M549","M54.9","Дорсалгия неуточненная","5757",,1,
"5767","1309",,"БОЛЕЗНИ МЫШЦ (M60-M63)","5416",,1,
"5768","1309M60","M60","Миозит","5767",,1,
"5769","1309M600","M60.0","Инфекционный миозит","5768",,1,
"5770","1309M601","M60.1","Интерстициальный миозит","5768",,1,
"5771","1309M602","M60.2","Гранулема мягких тканей, вызванная попаданием инородного тела, не классифицированная в других рубриках","5768",,1,
"5772","1309M608","M60.8","Другие миозиты","5768",,1,
"5773","1309M609","M60.9","Миозит неуточненный","5768",,1,
"5774","1309M61","M61","Кальцификация и оссификация мышцы","5767",,1,
"5775","1309M610","M61.0","Миозит оссифицирующий травматический","5774",,1,
"5776","1309M611","M61.1","Миозит оссифицирующий прогрессирующий","5774",,1,
"5777","1309M612","M61.2","Паралитическая кальцификация и оссификация мышц","5774",,1,
"5778","1309M613","M61.3","Кальцификация и оссификация мышц, связанные с ожогами","5774",,1,
"5779","1309M614","M61.4","Другая кальцификация мышцы","5774",,1,
"5780","1309M615","M61.5","Другая оссификация мышцы","5774",,1,
"5781","1309M619","M61.9","Кальцификация и оссификация мышцы неуточненная","5774",,1,
"5782","1309M62","M62","Другие поражения мышцы","5767",,1,
"5783","1309M620","M62.0","Расхождение мышцы","5782",,1,
"5784","1309M621","M62.1","Другой разрыв мышцы (нетравматический)","5782",,1,
"5785","1309M622","M62.2","Ишемический инфаркт мышцы","5782",,1,
"5786","1309M623","M62.3","Синдром иммобилизации (параплегический)","5782",,1,
"5787","1309M624","M62.4","Контрактура мышцы","5782",,1,
"5788","1309M625","M62.5","Истощение и атрофия мышц, не классифицированные в других рубриках","5782",,1,
"5789","1309M626","M62.6","Мышечная деформация","5782",,1,
"5790","1309M628","M62.8","Другие уточненные поражения мышц","5782",,1,
"5791","1309M629","M62.9","Нарушения мышц неуточненные","5782",,1,
"5792","1309M63","M63","Поражения мышцы при болезнях, классифицированных в других рубриках","5767","2",1,
"5793","1309M630","M63.0","Миозиты при бактериальных болезнях, классифицированных в других рубриках","5792","2",1,
"5794","1309M631","M63.1","Миозиты при протозойной и паразитарной инфекциях, классифицированных в других рубриках","5792","2",1,
"5795","1309M632","M63.2","Миозит при других инфекционных болезнях, классифицированных в других рубриках","5792","2",1,
"5796","1309M633","M63.3","Миозит при саркоидозе (D86.8+)","5792","2",1,
"5797","1309M638","M63.8","Другие мышечные расстройства при болезнях, классифицированных в других рубриках","5792","2",1,
"5798","1310",,"ПОРАЖЕНИЯ СИНОВИАЛЬНЫХ ОБОЛОЧЕК И СУХОЖИЛИЙ (M65-M68)","5416",,1,
"5799","1310M65","M65","Синовиты и теносиновиты","5798",,1,
"5800","1310M650","M65.0","Абсцесс оболочки сухожилия","5799",,1,
"5801","1310M651","M65.1","Другие инфекционные (тено)синовиты","5799",,1,
"5802","1310M652","M65.2","Кальцифицирующий тендинит","5799",,1,
"5803","1310M653","M65.3","Щелкающий палец","5799",,1,
"5804","1310M654","M65.4","Теносиновит шиловидного отростка лучевой кости [синдром де Кервена]","5799",,1,
"5805","1310M658","M65.8","Другие синовиты и теносиновиты","5799",,1,
"5806","1310M659","M65.9","Синовит и теносиновит неуточненный","5799",,1,
"5807","1310M66","M66","Спонтанный разрыв синовиальной оболочки и сухожилия","5798",,1,
"5808","1310M660","M66.0","Разрыв подколенной кисты","5807",,1,
"5809","1310M661","M66.1","Разрыв синовиальной оболочки","5807",,1,
"5810","1310M662","M66.2","Спонтанный разрыв сухожилий разгибателей","5807",,1,
"5811","1310M663","M66.3","Спонтанный разрыв сухожилий сгибателей","5807",,1,
"5812","1310M664","M66.4","Спонтанный разрыв других сухожилий","5807",,1,
"5813","1310M665","M66.5","Спонтанный разрыв неуточненных сухожилий","5807",,1,
"5816","1310M67","M67","Другие поражения синовиальных оболочек и сухожилий","5798",,1,
"5817","1310M670","M67.0","Короткое пяточное [ахиллово] сухожилие (приобретенное)","5816",,1,
"5818","1310M671","M67.1","Другая контрактура сухожилия (влагалища)","5816",,1,
"5819","1310M672","M67.2","Синовиальная гипертрофия, не классифицированная в других рубриках","5816",,1,
"5820","1310M673","M67.3","Мигрирующий синовит","5816",,1,
"5821","1310M674","M67.4","Ганглион","5816",,1,
"5822","1310M678","M67.8","Другие уточненные поражения синовиальной оболочки и сухожилия","5816",,1,
"5823","1310M679","M67.9","Поражение синовиальной оболочки и сухожилия неуточненное","5816",,1,
"5824","1310M68","M68","Поражения синовиальных оболочек и сухожилий при болезнях, классифицированных в других рубриках","5798","2",1,
"5825","1310M680","M68.0","Синовит и теносиновит при бактериальных болезнях, классифицированных в других рубриках","5824","2",1,
"5826","1310M688","M68.8","Другие поражения синовиальной оболочки и сухожилий при болезнях, классифицированных в других рубриках","5824","2",1,
"5827","1311",,"ДРУГИЕ БОЛЕЗНИ МЯГКИХ ТКАНЕЙ (M70-M79)","5416",,1,
"5828","1311M70","M70","Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением","5827",,1,
"5829","1311M700","M70.0","Хронический крепитирующий синовит кисти и запястья","5828",,1,
"5830","1311M701","M70.1","Бурсит кисти","5828",,1,
"5831","1311M702","M70.2","Бурсит локтевого отростка","5828",,1,
"5832","1311M703","M70.3","Другие бурситы локтевого сустава","5828",,1,
"5833","1311M704","M70.4","Препателлярный бурсит","5828",,1,
"5834","1311M705","M70.5","Другие бурситы коленного сустава","5828",,1,
"5835","1311M706","M70.6","Бурсит большого вертела (бедренной кости)","5828",,1,
"5836","1311M707","M70.7","Другие бурситы бедра","5828",,1,
"5837","1311M708","M70.8","Другие болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением","5828",,1,
"5838","1311M709","M70.9","Болезни мягких тканей, связанные с нагрузкой, перегрузкой и давлением, неуточненные","5828",,1,
"5839","1311M71","M71","Другие бурсопатии","5827",,1,
"5840","1311M710","M71.0","Абсцесс синовиальной сумки","5839",,1,
"5841","1311M711","M71.1","Другие инфекционные бурситы","5839",,1,
"5842","1311M712","M71.2","Синовиальная киста подколенной области [Бейкера]","5839",,1,
"5843","1311M713","M71.3","Другая киста синовиальной сумки","5839",,1,
"5844","1311M714","M71.4","Отложение кальция в синовиальной сумке","5839",,1,
"5845","1311M715","M71.5","Другие бурситы, не классифицированные в других рубриках","5839",,1,
"5846","1311M718","M71.8","Другие уточненные бурсопатии","5839",,1,
"5847","1311M719","M71.9","Бурсопатия неуточненная","5839",,1,
"5848","1311M72","M72","Фибробластические нарушения","5827",,1,
"5849","1311M720","M72.0","Ладонный фасциальный фиброматоз [Дюпюитрена]","5848",,1,
"5850","1311M721","M72.1","Соединительнотканные узелки на тыльной поверхности пальцев","5848",,1,
"5851","1311M722","M72.2","Подошвенный фасциальный фиброматоз","5848",,1,
"5852","1311M723","M72.3","Узелковый фасциит","5848",,0,"01.01.2015"
"5853","1311M724","M72.4","Псевдосаркоматозный фиброматоз","5848",,1,
"5854","1311M725","M72.5","Фасциит, не классифицированный в других рубриках","5848",,0,"01.01.2015"
"14890","1311M726","M72.6","Некротизирующий фасциит","5848",,1,"01.01.2015"
"5855","1311M728","M72.8","Другие фибробластические нарушения","5848",,1,
"5856","1311M729","M72.9","Фибробластические нарушения неуточненные","5848",,1,
"5857","1311M73","M73","Поражения мягких тканей при болезнях, классифицированных в других рубриках","5827","2",1,
"5858","1311M730","M73.0","Гонококковый бурсит (A54.4+)","5857","2",1,
"5859","1311M731","M73.1","Сифилитический бурсит (A52.7+)","5857","2",1,
"5860","1311M738","M73.8","Другие поражения мягких тканей при болезнях, классифицированных в других рубриках","5857","2",1,
"5861","1311M75","M75","Поражения плеча","5827",,1,
"5862","1311M750","M75.0","Адгезивный капсулит плеча","5861",,1,
"5863","1311M751","M75.1","Синдром сдавления ротатора плеча","5861",,1,
"5864","1311M752","M75.2","Тендинит двуглавой мышцы","5861",,1,
"5865","1311M753","M75.3","Кальцифицирующий тендинит плеча","5861",,1,
"5866","1311M754","M75.4","Синдром удара плеча","5861",,1,
"5867","1311M755","M75.5","Бурсит плеча","5861",,1,
"5868","1311M758","M75.8","Другие поражения плеча","5861",,1,
"5869","1311M759","M75.9","Поражение плеча неуточненное","5861",,1,
"5870","1311M76","M76","Энтезопатии нижней конечности, исключая стопу","5827",,1,
"5871","1311M760","M76.0","Тендинит ягодичных мышц","5870",,1,
"5872","1311M761","M76.1","Тендинит поясничных мышц","5870",,1,
"5873","1311M762","M76.2","Шпора подвздошного гребешка","5870",,1,
"5874","1311M763","M76.3","Подвздошный большеберцовый связочный синдром","5870",,1,
"5875","1311M764","M76.4","Большеберцовый коллатеральный бурсит [Пеллегрини-Штиды]","5870",,1,
"5876","1311M765","M76.5","Тендинит области надколенника","5870",,1,
"5877","1311M766","M76.6","Тендинит пяточного [ахиллова] сухожилия","5870",,1,
"5878","1311M767","M76.7","Тендинит малоберцовой кости","5870",,1,
"5879","1311M768","M76.8","Другие энтезопатии нижней конечности, исключая стопу","5870",,1,
"5880","1311M769","M76.9","Энтезопатия нижней конечности неуточненная","5870",,1,
"5881","1311M77","M77","Другие энтезопатии","5827",,1,
"5882","1311M770","M77.0","Медиальный эпикондилит","5881",,1,
"5883","1311M771","M77.1","Латеральный эпикондилит","5881",,1,
"5884","1311M772","M77.2","Периартериит запястья","5881",,1,
"5885","1311M773","M77.3","Пяточная шпора","5881",,1,
"5886","1311M774","M77.4","Метатарзалгия","5881",,1,
"5887","1311M775","M77.5","Другие энтезопатии стопы","5881",,1,
"5888","1311M778","M77.8","Другие энтезопатии, не классифицированные в других рубриках","5881",,1,
"5889","1311M779","M77.9","Энтезопатия неуточненная","5881",,1,
"5890","1311M79","M79","Другие болезни мягких тканей, не классифицированные в других рубриках","5827",,1,
"5891","1311M790","M79.0","Ревматизм неуточненный","5890",,1,
"5892","1311M791","M79.1","Миалгия","5890",,1,
"5893","1311M792","M79.2","Невралгия и неврит неуточненные","5890",,1,
"5894","1311M793","M79.3","Панникулит неуточненный","5890",,1,
"5895","1311M794","M79.4","Гипертрофия (подколенной) жировой подушечки","5890",,1,
"5896","1311M795","M79.5","Остаточное инородное тело в мягких тканях","5890",,1,
"5897","1311M796","M79.6","Боль в конечности","5890",,1,
"14891","1311M797","M79.7","Фибромиалгия","5890",,1,"01.01.2015"
"5898","1311M798","M79.8","Другие уточненные поражения мягких тканей","5890",,1,
"5899","1311M799","M79.9","Болезнь мягких тканей неуточненная","5890",,1,
"5900","1312",,"НАРУШЕНИЯ ПЛОТНОСТИ И СТРУКТУРЫ КОСТИ (M80-M85)","5416",,1,
"5901","1312M80","M80","Остеопороз с патологическим переломом","5900",,1,
"5902","1312M800","M80.0","Постменопаузный остеопороз с патологическим переломом","5901",,1,
"5903","1312M801","M80.1","Остеопороз с патологическим переломом после удаления яичников","5901",,1,
"5904","1312M802","M80.2","Остеопороз с патологическим переломом, вызванный обездвиженностью","5901",,1,
"5905","1312M803","M80.3","Постхирургический остеопороз с патологическим переломом, вызванный нарушением всасывания в кишечнике","5901",,1,
"5906","1312M804","M80.4","Лекарственный остеопороз с патологическим переломом","5901",,1,
"5907","1312M805","M80.5","Идиопатический остеопороз с патологическим переломом","5901",,1,
"5908","1312M808","M80.8","Другой остеопороз с патологическим переломом","5901",,1,
"5909","1312M809","M80.9","Остеопороз с патологическим переломом неуточненный","5901",,1,
"5910","1312M81","M81","Остеопороз без патологического перелома","5900",,1,
"5911","1312M810","M81.0","Постменопаузный остеопороз","5910",,1,
"5912","1312M811","M81.1","Остеопороз после удаления яичников","5910",,1,
"5913","1312M812","M81.2","Остеопороз, вызванный обездвиженностью","5910",,1,
"5914","1312M813","M81.3","Постхирургический остеопороз, вызванный нарушением всасывания","5910",,1,
"5915","1312M814","M81.4","Лекарственный остеопороз","5910",,1,
"5916","1312M815","M81.5","Идиопатический остеопороз","5910",,1,
"5917","1312M816","M81.6","Локализованный остеопороз [Лекена]","5910",,1,
"5918","1312M818","M81.8","Другие остеопорозы","5910",,1,
"5919","1312M819","M81.9","Остеопороз неуточненный","5910",,1,
"5920","1312M82","M82","Остеопороз при болезнях, классифицированных в других рубриках","5900","2",1,
"5921","1312M820","M82.0","Остеопороз при множественном миеломатозе (C90.0+)","5920","2",1,
"5922","1312M821","M82.1","Остеопороз при эндокринных нарушениях (E00-E34+)","5920","2",1,
"5923","1312M828","M82.8","Остеопороз при других болезнях, классифицированных в других рубриках","5920","2",1,
"5924","1312M83","M83","Остеомаляция у взрослых","5900",,1,
"5925","1312M830","M83.0","Послеродовая остеомаляция","5924",,1,
"5926","1312M831","M83.1","Старческая остеомаляция","5924",,1,
"5927","1312M832","M83.2","Остеомаляция вследствие нарушения всасывания","5924",,1,
"5928","1312M833","M83.3","Остеомаляция у взрослых вследствие недостаточности питания","5924",,1,
"5929","1312M834","M83.4","Костная болезнь, связанная с алюминием","5924",,1,
